Nome do Produto,Categoria,Descrição,Preço Base (R$),Imposto de Importação (%),ICMS (%),IPI (%),Preço Final c/ Impostos (R$)
Suporte Monitor Vitae 8106,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 165,93","17,43","14,03","8,67","R$ 232,52"
Suporte Monitor Nulla 9276,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 352,78","16,82","17,36","11,43","R$ 513,68"
Suporte Monitor Cupiditate 753,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.","R$ 111,86","16,76","14,76","1,86","R$ 149,20"
Hub USB Ipsa 2589,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 110,61","5,01","17,75","3,03","R$ 139,14"
Hub USB Distinctio 2162,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 181,14","9,53","17,25","13,15","R$ 253,47"
Hub USB Porro 1530,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 144,73","8,76","14,23","13,56","R$ 197,63"
Hub USB Eveniet 2712,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 48,29","14,38","16,36","11,33","R$ 68,61"
Hub USB Reprehenderit 7033,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 144,88","15,56","12,01","7,15","R$ 195,18"
Hub USB Dolore 2175,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 134,99","12,79","14,67","0,12","R$ 172,22"
Hub USB Debitis 5630,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 170,74","19,82","14,53","1,98","R$ 232,77"
Hub USB Eius 1161,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 76,63","6,34","16,84","1,55","R$ 95,58"
Hub USB Consequuntur 6023,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 180,96","7,06","16,64","11,3","R$ 244,30"
Hub USB Exercitationem 2182,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 142,65","15,16","12,41","8,45","R$ 194,03"
Hub USB In 2689,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 110,42","15,84","15,77","2,27","R$ 147,83"
Hub USB Minima 6746,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 138,57","11,64","13,3","13,45","R$ 191,77"
Hub USB Sed 2294,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 160,39","13,84","14,3","14,45","R$ 228,70"
Hub USB At 5153,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 166,57","8,72","15,87","3,72","R$ 213,73"
Hub USB Et 9847,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 136,00","14,11","16,67","10,36","R$ 191,95"
Hub USB Numquam 4943,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 72,87","14,1","13,13","5,88","R$ 97,00"
Hub USB Delectus 895,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 165,41","16,91","13,44","5,79","R$ 225,19"
Hub USB Dolor 3950,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 119,93","13,91","15,17","14,67","R$ 172,40"
Hub USB Ipsam 5917,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 189,43","6,98","17,16","8,53","R$ 251,32"
Hub USB Ex 5987,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 127,42","7,59","14,83","14,81","R$ 174,86"
Hub USB Aut 1196,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 42,67","6,01","13,57","0,6","R$ 51,28"
Hub USB Earum 991,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 191,79","10,97","13,72","10,69","R$ 259,65"
Hub USB Nisi 6807,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 107,77","11,03","15,84","8,06","R$ 145,41"
Hub USB Eos 2502,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 84,39","9,65","15,07","3,05","R$ 107,83"
Hub USB Dicta 2546,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.","R$ 125,82","10,86","15,81","12,52","R$ 175,13"
Samsung Galaxy S25 Ultra,Smartphone,Smartphone topo de linha com câmera avançada e tela AMOLED 120Hz,"R$ 1.925,00",15,13,5,"R$ 2.560,25"
Samsung Galaxy S25+,Smartphone,Versão intermediária da linha S25 com ótimo desempenho,"R$ 3.862,00",17,16,8,"R$ 5.445,42"
Samsung Galaxy S25,Smartphone,"Modelo base da linha S25, equilibrado em recursos e preço","R$ 11.687,00",12,15,9,"R$ 15.894,32"
Samsung Galaxy Z Fold 7,Smartphone Dobrável,Smartphone dobrável com duas telas AMOLED,"R$ 5.371,00",14,15,12,"R$ 7.573,11"
Samsung Galaxy Z Flip 7,Smartphone Dobrável,Smartphone compacto dobrável em formato flip,"R$ 3.035,00",17,14,9,"R$ 4.249,00"
Samsung Galaxy Watch 8,Wearable,Relógio inteligente com monitoramento de saúde e exercícios,"R$ 6.421,00",17,15,9,"R$ 9.053,61"
Samsung Galaxy Book4 Ultra,Notebook,Notebook premium com Windows 11 e tela AMOLED,"R$ 11.859,00",17,12,7,"R$ 16.128,24"
Samsung Galaxy Buds 3 Pro,Acessório,Fones de ouvido sem fio com cancelamento de ruído,"R$ 2.316,00",11,10,8,"R$ 2.987,64"
Samsung Galaxy Tab S10 Ultra,Tablet,Tablet com tela AMOLED 14.6'' e suporte a S Pen,"R$ 4.917,00",12,11,11,"R$ 6.588,78"
Samsung Galaxy Tab S10+,Tablet,Versão intermediária do Tab S10 com suporte multitarefa,"R$ 2.582,00",18,15,5,"R$ 3.563,16"
Samsung Galaxy Tab S10,Tablet,Versão base da linha S10 com ótimo custo-benefício,"R$ 3.744,00",18,11,10,"R$ 5.204,16"
Samsung Exynos 2500,Processador,Chipset de 4nm com foco em eficiência energética,"R$ 10.819,00",9,16,12,"R$ 14.822,03"
Samsung Exynos 2600,Processador,Chipset de nova geração com IA avançada,"R$ 10.304,00",15,13,7,"R$ 13.910,40"
Samsung Exynos Auto V920,Processador Automotivo,Processador para sistemas embarcados automotivos,"R$ 8.659,00",11,15,6,"R$ 11.429,88"
Samsung Odyssey Neo G9,Monitor,Monitor gamer ultrawide 49'' com taxa de 240Hz,"R$ 9.524,00",14,10,3,"R$ 12.095,48"
Samsung Smart Monitor M8,Monitor,Monitor multifuncional com apps integrados e controle remoto,"R$ 5.258,00",14,13,8,"R$ 7.098,30"
Samsung SSD 990 Pro 2TB,Armazenamento,SSD NVMe PCIe 4.0 com alto desempenho,"R$ 11.327,00",6,14,6,"R$ 14.272,02"
Samsung SSD T9 4TB,Armazenamento Externo,SSD portátil com velocidades de até 2000MB/s,"R$ 10.227,00",10,13,5,"R$ 13.090,56"
Samsung Portable SSD T7 Shield,Armazenamento Externo,SSD portátil resistente a quedas,"R$ 3.138,00",6,12,5,"R$ 3.859,74"
Samsung 990 EVO Plus 1TB,Armazenamento,SSD NVMe de última geração com ótimo custo-benefício,"R$ 5.072,00",9,13,4,"R$ 6.390,72"
Samsung 870 EVO 2TB,Armazenamento,SSD SATA confiável para desktops e notebooks,"R$ 1.437,00",9,13,7,"R$ 1.853,73"
Samsung QN90D Neo QLED,Smart TV,Smart TV 4K com tecnologia Mini LED,"R$ 1.826,00",15,13,3,"R$ 2.392,06"
Samsung The Frame 55'',Smart TV,Smart TV que se transforma em obra de arte,"R$ 1.499,00",11,16,9,"R$ 2.038,64"
Samsung HW-Q990D,Soundbar,Sistema de som premium Dolby Atmos,"R$ 6.837,00",8,11,9,"R$ 8.751,36"
Samsung Galaxy Chromebook Go,Notebook,Chromebook leve e rápido com ChromeOS,"R$ 7.609,00",11,12,6,"R$ 9.815,61"
Samsung Galaxy Book4 Pro,Notebook,Notebook fino com chip Intel de última geração,"R$ 9.188,00",15,16,7,"R$ 12.679,44"
Samsung Galaxy Fit 3,Wearable,Pulseira fitness com monitoramento cardíaco,"R$ 7.045,00",17,13,11,"R$ 9.933,45"
Samsung Galaxy SmartTag 2,Acessório,Dispositivo de rastreamento Bluetooth,"R$ 5.508,00",15,10,9,"R$ 7.380,72"
Samsung Galaxy A35,Smartphone,Smartphone intermediário com ótimo custo-benefício,"R$ 7.450,00",15,10,8,"R$ 9.908,50"
Samsung Galaxy M55,Smartphone,Smartphone da linha M com grande bateria,"R$ 9.107,00",15,13,9,"R$ 12.476,59"
ASUS ROG Strix Z790-E,Placa-mãe,"Placa-mãe gamer para Intel 13ª geração, suporte DDR5 e PCIe 5.0","R$ 2.000,00",15,11,10,"R$ 2.720,00"
ASUS TUF Gaming B650-PLUS,Placa-mãe,Placa-mãe robusta para AMD Ryzen com DDR5 e PCIe 5.0,"R$ 3.847,00",9,16,10,"R$ 5.193,45"
ASUS ROG Crosshair X670E Hero,Placa-mãe,Placa-mãe entusiasta para AMD Ryzen série 7000,"R$ 13.859,00",14,12,4,"R$ 18.016,70"
ASUS Prime H610M-K,Placa-mãe,Placa-mãe de entrada compatível com Intel 12ª geração,"R$ 1.515,00",12,18,7,"R$ 2.075,55"
ASUS Dual GeForce RTX 4070,Placa de Vídeo,Placa de vídeo com sistema de refrigeração dupla,"R$ 3.825,00",13,13,8,"R$ 5.125,50"
ASUS ROG Strix GeForce RTX 4080,Placa de Vídeo,Placa de vídeo topo de linha para jogos 4K,"R$ 13.486,00",14,15,6,"R$ 18.206,10"
ASUS TUF Gaming RTX 4060 Ti,Placa de Vídeo,Placa de vídeo eficiente com bom custo-benefício,"R$ 3.570,00",11,10,4,"R$ 4.462,50"
ASUS ROG Zephyrus G14,Notebook Gamer,Notebook gamer compacto com GPU RTX e Ryzen 9,"R$ 3.992,00",15,16,5,"R$ 5.429,12"
ASUS TUF Gaming A15,Notebook Gamer,Notebook gamer acessível com Ryzen 7 e RTX 4060,"R$ 964,00",14,14,6,"R$ 1.291,76"
ASUS ROG Flow X16,Notebook Gamer,Notebook conversível gamer com tela 16'' Mini LED,"R$ 5.261,00",10,13,6,"R$ 6.786,69"
ASUS VivoBook 15,Notebook,Notebook fino e leve para uso diário com Intel i5,"R$ 6.408,00",11,14,10,"R$ 8.650,80"
ASUS ZenBook Pro 16X OLED,Notebook,Ultrabook premium com tela OLED e teclado inclinado,"R$ 8.843,00",18,11,6,"R$ 11.938,05"
ASUS ROG Swift PG32UQX,Monitor,Monitor gamer 32'' 4K HDR com G-Sync Ultimate,"R$ 7.632,00",8,10,6,"R$ 9.463,68"
ASUS TUF Gaming VG27AQ,Monitor,Monitor gamer 27'' 2K com 165Hz e FreeSync,"R$ 13.235,00",9,11,4,"R$ 16.411,40"
ASUS ProArt Display PA32UCX,Monitor,Monitor profissional 32'' HDR para criadores de conteúdo,"R$ 2.091,00",12,14,3,"R$ 2.697,39"
ASUS ROG Chakram X,Mouse Gamer,Mouse gamer sem fio com joystick lateral integrado,"R$ 1.382,00",10,13,3,"R$ 1.741,32"
ASUS TUF Gaming M4 Air,Mouse Gamer,Mouse ultraleve com design perfurado e sensor de alta precisão,"R$ 5.637,00",8,13,8,"R$ 7.271,73"
ASUS ROG Claymore II,Teclado Gamer,Teclado mecânico modular com iluminação RGB,"R$ 4.544,00",6,12,5,"R$ 5.589,12"
ASUS TUF Gaming K3,Teclado Gamer,Teclado mecânico acessível com switches duráveis,"R$ 1.661,00",10,13,8,"R$ 2.175,91"
ASUS ROG Delta S Animate,Headset Gamer,Headset premium com animações LED e áudio de alta definição,"R$ 2.062,00",10,14,8,"R$ 2.721,84"
ASUS TUF Gaming H3,Headset Gamer,Headset leve e confortável com som surround,"R$ 677,00",10,13,6,"R$ 873,33"
ASUS ROG Loki 850W,Fonte,"Fonte de alimentação compacta e silenciosa, certificação Platinum","R$ 7.538,00",10,11,8,"R$ 9.724,02"
ASUS ROG Thor 1200W,Fonte,Fonte de alimentação de alta potência com display OLED,"R$ 4.994,00",12,10,6,"R$ 6.392,32"
ASUS TUF Gaming 750W,Fonte,Fonte confiável com certificação Bronze e design robusto,"R$ 5.343,00",13,11,9,"R$ 7.106,19"
ASUS ROG Strix Helios,Gabinete,Gabinete premium em vidro temperado com iluminação RGB,"R$ 1.818,00",12,12,4,"R$ 2.327,04"
ASUS TUF Gaming GT301,Gabinete,Gabinete compacto e funcional para setups gamers,"R$ 5.711,00",10,13,8,"R$ 7.481,41"
ASUS ROG Ryujin II 360,Water Cooler,Sistema de refrigeração líquida com display LCD personalizável,"R$ 13.906,00",8,12,6,"R$ 17.521,56"
ASUS TUF Gaming LC 240,Water Cooler,Water cooler eficiente com iluminação ARGB,"R$ 10.527,00",7,11,9,"R$ 13.369,29"
ASUS ROG Rapture GT-AXE16000,Roteador,Roteador Wi-Fi 6E quad-band de alto desempenho,"R$ 3.188,00",11,16,5,"R$ 4.208,16"
ASUS ZenWiFi AX (XT8),Roteador,Sistema mesh Wi-Fi 6 de alta cobertura,"R$ 11.724,00",8,16,6,"R$ 15.241,20"
AMD Ryzen 9 7950X3D,Processador,Processador topo de linha com tecnologia 3D V-Cache,"R$ 14.915,00",10,17,5,"R$ 19.687,80"
AMD Ryzen 7 7800X3D,Processador,Processador gamer de alto desempenho com 8 núcleos,"R$ 2.018,00",8,18,3,"R$ 2.603,22"
AMD Ryzen 5 7600,Processador,Processador custo-benefício para desktops modernos,"R$ 3.569,00",12,15,8,"R$ 4.818,15"
AMD Ryzen 7 5700G,Processador,Processador com gráficos integrados Vega para uso geral,"R$ 687,00",15,18,8,"R$ 968,67"
AMD Ryzen Threadripper PRO 5995WX,Processador,Processador workstation com 64 núcleos,"R$ 4.906,00",12,10,8,"R$ 6.377,80"
AMD EPYC 9654,Processador,Processador servidor com arquitetura Genoa de 96 núcleos,"R$ 10.332,00",9,15,4,"R$ 13.224,96"
AMD Radeon RX 7900 XTX,Placa de Vídeo,Placa de vídeo topo de linha RDNA 3 para jogos 4K,"R$ 19.533,00",10,18,7,"R$ 26.369,55"
AMD Radeon RX 7800 XT,Placa de Vídeo,Placa de vídeo de alta performance para 1440p,"R$ 18.121,00",16,16,8,"R$ 25.369,40"
AMD Radeon RX 7700 XT,Placa de Vídeo,Placa de vídeo gamer custo-benefício RDNA 3,"R$ 12.043,00",13,12,8,"R$ 16.017,19"
AMD Radeon RX 7600,Placa de Vídeo,Placa de vídeo de entrada para Full HD,"R$ 18.355,00",13,12,6,"R$ 24.045,05"
AMD Radeon RX 6950 XT,Placa de Vídeo,Placa de vídeo topo RDNA 2 para jogos exigentes,"R$ 11.870,00",16,13,10,"R$ 16.499,30"
AMD Radeon RX 6800 XT,Placa de Vídeo,Placa de vídeo para gamers entusiastas em 2K,"R$ 16.544,00",10,18,7,"R$ 22.334,40"
AMD Radeon RX 6700 XT,Placa de Vídeo,Placa de vídeo intermediária para 1440p,"R$ 14.295,00",15,16,7,"R$ 19.727,10"
AMD Radeon RX 6600,Placa de Vídeo,Placa de vídeo acessível para jogos em Full HD,"R$ 10.892,00",15,16,7,"R$ 15.030,96"
ASRock X670E Taichi,Placa-mãe,Placa-mãe premium com chipset AMD para Ryzen série 7000,"R$ 17.406,00",10,13,4,"R$ 22.105,62"
MSI MPG B650 Tomahawk WiFi,Placa-mãe,Placa-mãe robusta com suporte DDR5 e PCIe 5.0,"R$ 17.615,00",10,13,3,"R$ 22.194,90"
Gigabyte AORUS X570 Master,Placa-mãe,Placa-mãe entusiasta com chipset AMD X570,"R$ 19.437,00",12,15,7,"R$ 26.045,58"
ASUS TUF Gaming B550-PLUS,Placa-mãe,Placa-mãe custo-benefício para Ryzen 5000,"R$ 8.272,00",12,14,8,"R$ 11.084,48"
Lenovo Legion 5 Pro (Ryzen 7 + RTX 4070),Notebook Gamer,Notebook gamer com AMD Ryzen e GPU dedicada NVIDIA,"R$ 19.828,00",13,14,5,"R$ 26.172,96"
ASUS ROG Strix G15 Advantage Edition,Notebook Gamer,Notebook gamer com AMD Advantage (Ryzen + Radeon),"R$ 11.924,00",15,14,7,"R$ 16.216,64"
HP Omen 16 (Ryzen 9 + Radeon RX 7700S),Notebook Gamer,Notebook gamer com combo AMD otimizado,"R$ 3.052,00",13,13,11,"R$ 4.181,24"
Dell G15 Ryzen Edition,Notebook Gamer,Notebook gamer acessível com AMD Ryzen 7,"R$ 9.740,00",18,12,9,"R$ 13.538,60"
AMD Radeon Pro W7900,Placa de Vídeo Profissional,Placa de vídeo para criação de conteúdo e CAD,"R$ 9.065,00",10,15,6,"R$ 11.875,15"
AMD Radeon Pro W6800,Placa de Vídeo Profissional,Placa profissional para renderização e IA,"R$ 16.345,00",15,17,10,"R$ 23.209,90"
AMD Ryzen 9 7945HX,Processador Mobile,Processador móvel de alto desempenho para notebooks gamers,"R$ 11.518,00",9,14,3,"R$ 14.512,68"
AMD Ryzen 7 7840HS,Processador Mobile,Processador eficiente para notebooks ultrafinos,"R$ 931,00",13,11,8,"R$ 1.228,92"
AMD Ryzen 5 7640HS,Processador Mobile,Processador intermediário para notebooks,"R$ 13.983,00",9,16,4,"R$ 18.038,07"
AMD Wraith Prism Cooler,Cooler,Cooler oficial com iluminação RGB para CPUs Ryzen,"R$ 1.859,00",12,14,5,"R$ 2.435,29"
AMD Wraith Spire Cooler,Cooler,Cooler compacto e silencioso para CPUs de médio desempenho,"R$ 8.351,00",9,14,5,"R$ 10.689,28"
AMD Radeon Software Adrenalin,Software,Pacote oficial de drivers e otimizações para GPUs Radeon,"R$ 12.155,00",5,12,6,"R$ 14.950,65"
